Word,Count
(__instance.cameraSequence,1
\"\+weaponAmmoCategory.Id+"\\n"\);\,1
CustomAmmoCategories.getWeaponBecomesDangerousOnImpact(weapon);,1
(string.IsNullOrEmpty(bestAmmo),1
\found\n"\);\,1
++shHitIndex),1
MechMeleeSequence_ExecuteMelee,1
\effects\n"\);\,1
BulletCurvyInfo,1
\component.Init(__instance.weapon,\,1
\defTemp["\statusEffects"\].ToString());\,1
\"\+target.DisplayName+\,1
\\n"\);\,1
this.startingTransform.position;,1
(object,1
testFireAMS(Weapon,1
AOEHitsInfo[aHitGroupIndex].damageList[aHitIndex],1
{__result,1
hitDamage),1
¯\_(ツ)_/¯,1
(string.IsNullOrEmpty(CustomAmmoCategories.ShellsWeaponEffectId),1
\typeof(DataManager).GetProperty("\AssetBundleManager"\,\,1
\CustomAmmoCategoriesLog.Log.LogWrite("\BulletBorder\,1
curCount[ammo.Key];,1
moving,1
(DirectStrike),1
TreeInstance[],1
playing,1
\AdditinalMaterials["\bullethole-decal"\];\,1
\(object)"\JAM"\\,1
just,1
manifest.Key,1
access,1
\CustomAmmoCategoriesLog.Log.LogWrite("\ballistic\,1
unsepDmgM,1
WeaponAmmoInfo>();,1
this.effectsIDs,1
(weapon.ammoBoxes[aGUID].IsFunctional,1
hitCount,1
lastVFXPos;,1
effectiveSeparatedDamage));,1
\__instance.owningActor.GUID,\,1
mechComponentRef.DamageLevel,1
\typeof(BallisticEffect).GetMethod("\ClearBullets"\,\,1
ylimit,1
\weaponDef,string\,1
visible,1
JammingEnabler.jammQueue.Enqueue(attackSequence.attacker);,1
Using,1
\long,\,1
\"\TemporarilyDisabled"\;\,1
weapon.uid;,1
if(CustomAmmoCategories.WeaponEffects[wGUID].ContainsKey(CustomAmmoCategories.ShellsWeaponEffectId),1
nameof(ProjectilesPerShot));,1
\path,\,1
targetAOEHitInfo),1
\popup.AddButton("\Yes"\,\,1
Postfix(MechDFASequence,1
data.size.y;,1
\//CustomAmmoCategories.findWeaponRealCategory(def.Ammo.Description.Id,\,1
-1),1
слева,1
ammoCategoryList2.Add(amunitionAmmoType);,1
BallisticEffect_OnBulletImpactShell,1
\typeof(WeaponEffect).GetMethod("\OnComplete"\,\,1
weapon.ammoBoxes.Count)),1
endy;,1
MechValidationType.AmmoMissing;,1
meleeSequence,1
(ancorType,1
MechDef,1
\"\+"\\,1
(FootstepManager_scorchMaterial.ScorchMaterial,1
cell.MineField.Count,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Vehicle.OnMoveOrSprintComplete\n"\);\,1
ChooseBestWeaponForTarget(AbstractActor,1
\FloatieMessage.MessageNature.Buff,\,1
\"\+__instance.weapon.defId+\,1
\null"\)+"\\n"\);\,1
List<bool>,1
\hitInfo.attackGroupIndex+"\\,1
(Action<BallisticEffect>)dm.CreateDelegate(typeof(Action<BallisticEffect>));,1
попадание,1
shellsEffects,1
mechComponentRef.RefreshComponentDef();,1
animation,1
\__result.Append("\({0})"\,\,1
И,1
\missile.UnitySpline.Length,\,1
FootstepManager_AddScorch,1
Check,1
mode.IsAMS,1
Vehicle,1
lastVFXPos,1
\"\+((newState\,1
ammo.Value;,1
target.y,1
AmmunitionBoxDef;,1
(CustomAmmoCategories.getWeaponHasShells(__instance.weapon),1
(box.CurrentAmmo,1
\CustomAmmoCategoriesLog.Log.LogWrite("\getWeaponEvasivePipsIgnored\,1
получить,1
this.SetupBullets();,1
amsrec,1
(CustomAmmoCategories.isWeaponAOECapable(weapon)),1
separated,1
true,1
findAmunitionRealCategory(string,1
activeProjectileName,1
\__instance.MeleeTarget,\,1
AkGameObj,1
localDate,1
\{0})"\,\,1
redrawItem,1
\typeof(Enum).GetMethod("\TryParse"\,BindingFlags.Static,null,argTypes,null);\,1
Parent,1
WeaponEffect_Fire,1
_scorchAlphas,1
\trees:"\\,1
ePatchedmethod,1
\Vector3.Scale(treeInstances[t].position,\,1
presents:\nOut,1
WeaponEffect_PlayProjectileShell,1
boxAmmoCategory,1
\weaponEffect,\,1
amsrec.weapon.defId,1
\combatant,\,1
((double)__instance.attackSequenceNextDelayMax,1
extAmmoDef.MineFieldFXMinRange;,1
(!ammoCategoryList2.Contains(ammoCategory)),1
FootstepManager_scorchMaterial.ScorchMaterial,1
направление,1
preFireRate,1
\typeof(ActorMovementSequence).GetField("\meleeTarget"\,\,1
//bool,1
gameState.AddFunds(itm.price);,1
newState),1
Terrain.activeTerrain.terrainData.treeInstances;,1
overheating,1
nonClusterCoeff;,1
\CustomAmmoCategoriesLog.Log.LogWrite(prototype.name+"\:"\+z+"\,"\+x+"\\n"\);\,1
enemyPatchedMethods),1
weapon.weaponRep.vfxTransforms[0].localScale;,1
(dmaskids.ContainsKey(sdm.Key),1
cell),1
\inited.\n"\);\,1
affectedRaduis);,1
CustomAmmoCategories.WeaponEffects[wGUID][extWeapon.ShrapnelWeaponEffectID],1
MineFieldRadius(this,1
component.transform.localPosition,1
AddSequenceToStackMessage).sequence);,1
(string.IsNullOrEmpty(msg),1
\null)?"\null"\:"\not\,1
patch,1
baseWorkOrder))),1
\"\.isAMS\n"\);\,1
missile.missileProjectileSpeed);,1
if(fieldDamageRec,1
(CustomAmmoCategories._shellsEffectsStorage.ContainsKey(wGUID)),1
List<BallisticEffect>,1
BulletEffect_ImpactPrecacheCount,1
__instance.hitInfo.dodgeRolls[hitIndex],1
_scorchAlphas[t],1
delta),1
BallisticEffect_ImpactPrecacheCount,1
hx,1
BindingFlags.Instance);,1
c;,1
ylimit),1
limit,1
\(AkCallbackManager.EventCallback)null,\,1
.GetGetMethod();,1
groundPos,1
AbstractActor_HasIndirectLOFToTargetUnit,1
DFATarget,1
\missed,\,1
projectileParticles.Stop(true);,1
\Vector3.Distance(unit.CurrentPosition,\,1
Queue<BallisticEffect>,1
CustomAmmoCategories.AmmunitionDef[id],1
random,1
extAmmoDef.SurfaceImpactDesignMaskId,1
(Exception),1
0.6f),1
counter,1
(objectSpawnData.spawnedObject,1
four,1
Morozov,1
AOEHitsInfo.Count;++aHitGroupIndex),1
__instance.meleeType,1
\"\+xindex+"\:"\+zindex+"\\n"\);\,1
make,1
dmask;,1
DateTime,1
manager,1
//++errorTrees;,1
\Path.Combine(filename,\,1
\JsonConvert.DeserializeObject<EffectData[]>(defTemp["\statusEffects"\].ToString());\,1
PreferLethalDamageToRearArcFromHostileFactor_expectedDamageForShooting,1
maxShots;,1
List<AOEHitInfo>,1
потом,1
\(defTemp["\SurfaceImpactDesignMaskId"\]\,1
\CustomAmmoCategories.swtichToBestToHitMode(weapon,unit,target);\,1
Action<BallisticEffect>,1
findWeaponRealCategory(string,1
\typeof(Weapon),\,1
\algorithm\n"\);\,1
finalHeading,1
ammoId),1
\Mask:"\+sdm.Value+"\\n"\);\,1
The,1
\ballistic\n"\,\,1
Log.LogWrite(weapon.UIName,1
hitDamage);,1
dependencyLoad.RegisterLoadCompleteCallback(new,1
нужно,1
Отправим,1
\typeof(WeaponEffect).GetMethod("\OnImpact"\,\,1
melee,1
impact,1
expectedMessages.Add((ExpectedMessage)new,1
cecell.y,1
(toHit,1
combat.GetAllEnemiesOf(weapon.parent);,1
\"\RogueTech\,1
ancorType,1
виду,1
\CustomAmmoCategories.Settings.BurningFX,\,1
CustomAmmoCategories.WeaponAmmo,1
\list\n"\);\,1
((UnityEngine.Object)__instance.preFireVFXPrefab,1
location,1
режим,1
\mode\n"\);\,1
\AccessTools.Method(typeof(CombatHUDWeaponSlot_RefreshDisplayedWeapon),\,1
BallisticEffect_FireNextBulletShell.watchdog.ElapsedMilliseconds,1
\[HarmonyPatch("\Insert"\)]\,1
(amsLEffect,1
к,1
((localDate.Month,1
(box.IsFunctional,1
\AOEHitsInfo[aHitGroupIndex].hitInfo,\,1
\MineFieldHelper.registerMovingDamageFromPath(__instance.OwningActor,\,1
targetMech),1
Скорее,1
(attackIndex,1
(weapon.IsCooldown(),1
shellsEffects.Count,1
Stability,1
mf.FXDistance,1
CustomAmmoCategories.clearAllWeaponEffects();,1
\[HarmonyPatch("\BuildMeleeDirectorSequence"\)]\,1
(weaponMode.AmmoCategory.Index,1
++aHitIndex),1
CustomAmmoCategories.switchToMostClusterAmmo(weapon);,1
e,1
List<QuadTreeTransform>,1
//__instance.HasMovedThisRound,1
\CustomAmmoCategoriesLog.Log.LogWrite("\WARNING\,1
WeaponEffects[wGUID][CustomAmmoCategories.ShellsWeaponEffectId],1
weapon.weaponRep.vfxTransforms[0]);,1
__instance.startPos,1
laser,1
\bullets:"\+fullBulletsCount+"\\n"\);\,1
\Jammed!"\,\,1
(message,1
[HarmonyPatch(typeof(MissileLauncherEffect))],1
\//_scorchMaterial.EnableKeyword("\_DYNAMIC"\);\,1
WeaponEffect_PlayMuzzleFlash,1
cell.MineField,1
\CustomAmmoCategoriesLog.Log.LogWrite("\laser\,1
\BattleTech.ShopDefItem("\Weapon_LRM_LRM20_3-Zeus"\,\,1
captain,1
BallisticEffect_FireNextBulletShell,1
function,1
scale;,1
startTransformObject;,1
Executing,1
с,1
cell.x),1
реализации,1
\harmony.Patch(original,\,1
Resolve,1
=>,1
FootstepManager_scorchMaterial.ScorchMaterial;,1
-1);,1
\"\,\,1
shot);,1
(curCount.ContainsKey(ammo.Key)),1
bullet),1
dependencyLoad,1
cell.y),1
DynamicMapHelper.loadedMasksDef[dmaskids[terrainMaskFlags]];,1
\CustomAmmoCategoriesLog.Log.LogWrite("\MechDFASequence.CompleteOrders\n"\);\,1
\message,\,1
result.Add(weapon.ammoBoxes[index].ammoDef.Description.Id);,1
(__instance.OwningVehicle,1
\scorches:"\+\,1
\init\n"\);\,1
\BindingFlags.NonPublic).SetValue(shellsSubEffect,\,1
\"\AllMissilesComplete"\,\,1
remove,1
(distance,1
result.Add(spreadCacheRecord.Value);,1
\Action<string,\,1
случилась,1
\weapon,AbstractActor\,1
лишних,1
result.Add(box.ammoDef.Description.Id);,1
\ammoId,\,1
((UnityEngine.Object)projectileMeshObject,1
\Vector3(25f,\,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Initing\,1
Queue<BallisticEffect>>,1
Action(VFXDepsLoaded));,1
(amsrec.weaponCountred.Contains(missile.weaponIndex)),1
\clean\n"\);\,1
player,1
\BulletEffect_FireShell.WeaponEffectFire(__instance,\,1
\INTERUPTED"\,\,1
ammoCategoryList1.Add(weaponAmmoType);,1
ammoCategoryList1,1
\BURN"\;\,1
(tryParseMethodInfo,1
start,1
\BindingFlags.NonPublic).SetValue(shellsEffect,\,1
DynamicMapHelper.mapMetaData.GetCellAt(pos),1
__instance.RootSequenceGUID;,1
WillFireAtTargetFromPosition,1
Shutdown,1
JammingEnabler.jammQueue.Dequeue();,1
//try,1
successfulParse,1
AOEHitsCount);,1
(gameState.SimGameMode,1
ShellHitRecord>>>>,1
\импакт,\,1
(HeatSetted,1
speed:,1
\[HarmonyPatch("\ValidateMechHasAppropriateAmmo"\)]\,1
if(extWeapon.AmmoCategory.BaseCategory,1
(_scorchMaterial,1
ammoCategoryList2,1
BurnHeat;,1
(AOEHitInfo,1
__instance.thisTransform.position;,1
MechMeleeSequence_GenerateMeleePath,1
ammo.AmmoCategory.ToString(),1
value),1
__instance.weapon.DamagePerShotAdjusted(__instance.weapon.parent.occupiedDesignMask);,1
terrain,1
assemblyFile,1
(isBurning),1
BallisticEffect_OnCompleteShell,1
newHeading;,1
10U);,1
curvyInfo.UnitySpline.Add(curvyInfo.spline);,1
System.IO.Directory.GetParent(CustomAmmoCategoriesLog.Log.BaseDirectory).FullName;,1
treeInstances[t]);,1
curvyInfo,1
\dataManager.InjectDependencyLoader(dependencyLoad,\,1
SavesForm,1
Combat.MapMetaData.GetLerpedHeightAt(groundPos);,1
Now,1
(CustomAmmoCategories.WeaponEffects[wGUID].ContainsKey(extWeapon.ShrapnelWeaponEffectID),1
\__instance.preFireVFXPrefab.name,\,1
wGUID),1
__instance);,1
expectedDamage),1
gameState.SimGameMode.ToString();,1
дробей,1
\typeof(WeaponEffect).GetField("\attackSequenceNextDelayTimer"\,\,1
typeof(BallisticEffect),1
(DynamicMapHelper.loadedMasksDef.ContainsKey(dmaskids[terrainMaskFlags])),1
\[HarmonyPatch("\Active"\)]\,1
__instance.unregisterFragEffect();,1
(def.AmmoCategory,1
projectileLightObject.SetActive(true);,1
__instance.attackSequenceNextDelayMax);,1
__instance.GetCellAt(worldTreePos),1
\inited\n"\,true);\,1
mech.ammoBoxes),1
HUD.MechWarriorTray.ConfirmAbilities(AbilityDef.ActivationTiming.ConsumedByFiring);,1
incomingDamage,1
if(curvyInfo,1
break;,1
(string.IsNullOrEmpty(mf.VFX)),1
\typeof(WeaponRealizer.Core).GetMethod("\Init"\,\,1
WeaponMode,1
\string>>(defTemp["\SurfaceImpactDesignMaskId"\].ToString());\,1
shut,1
instead,1
\[HarmonyPatch("\AddScorch"\)]\,1
[HarmonyPriority(Priority.HigherThanNormal)],1
harmony.PatchAll(ancorType.Assembly);,1
through,1
(extWeapon.AMSImmune,1
((targetMech.CurrentHeat,1
extAmmoDef.MineFieldDamage;,1
if(shrapnelHitRecord,1
values:,1
BindingFlags.Instance).GetValue(parentLauncher);,1
baseManifest,1
WeaponEffect.WeaponEffectState.NotStarted)),1
((double)__instance.preFireDuration,1
tree.heightScale,1
target.x,1
weapon.HeatDamagePerShot,1
\Ammo"\,\,1
ap,1
\BindingFlags.NonPublic).SetValue(moveSequence,\,1
\BattleTech.ShopDefItem("\Weapon_Laser_MediumLaser_2-Magna"\,\,1
parentAudioObject,1
\(CustomAmmoCategories.hasHittableLocations(weapon,\,1
startTransformObject.transform.localScale,1
disabling,1
\mech\n"\);\,1
\dx,\,1
\(Material)typeof(FootstepManager).GetField("\_scorchMaterial"\,\,1
(AMSRecord,1
enemyHarmony,1
MineFieldDamage(this,1
hitLocations,1
(CustomAmmoCategories.IsJammed((Weapon)__instance),1
\Resources.Load<Material>("\Decals/ScorchMaterial"\);\,1
хранения,1
CACDynamicTree.redrawTrees(redrawTreeDatas);,1
ecell.mapMetaData.mapTerrainDataCells.GetLength(0)),1
popWeaponShellsEffect(Weapon,1
extAmmoDef.MineFieldCount;,1
subscriber,1
\typeof(Quaternion),\,1
cacTree.hideOriginal();,1
field,1
0.4f),1
MultiAttack_GetExpectedDamageForMultiTargetWeapon,1
typelib,1
((currentBullet,1
treeInstances,1
weapon.ProjectilesPerShot,1
\CustomAmmoCategories.InitWeaponEffect(weaponRep,\,1
\CustomAmmoCategoriesLog.Log.LogWrite("\RegisterWeapon\,1
you!\nDo,1
(t,1
\forest\n"\);\,1
CustomAmmoCategories.unregisterAMSCounterMeasure(impactMessage.hitInfo);,1
\(CustomAmmoCategories.findPlayerWeaponAmmoGUID(wGUID,\,1
compute,1
GameObject.Destroy(curvyInfo.UnitySpline);,1
TerrainData,1
overheat,1
AmmoCategory.NotSet,1
component.main.duration;,1
weapon.parent.isAmmoEjecting(false);,1
MechComponentRef,1
\bullet:"\\,1
просто,1
(object)(CustomAmmoCategories.IsCooldown((Weapon)__instance)),1
\BindingFlags.Public).SetValue(null,\,1
typeof(AbstractActor),1
cuCat.Index;,1
\[HarmonyPatch("\PlayMuzzleFlash"\)]\,1
\registredMineFieldDamage.Add(combatant,\,1
targetHitCache,1
\hitDamage\n"\);\,1
//continue;,1
-1;,1
damage.ToString();,1
movement,1
\typeof(List<Weapon>),\,1
AIRoleAssignment_EvaluateSniper,1
lastMineFieldFXPlayedPosition,1
MechMeleeSequence_BuildMeleeDirectorSequence,1
extAmmoDef.MineFieldRadius;,1
\CustomAmmoCategories.shrapnelFireShells(hitInfo,\,1
\CustomAmmoCategoriesLog.Log.LogWrite("\MechMeleeSequence.CompleteOrders.\n"\);\,1
//float,1
bullets.RemoveAt(currentBullet);,1
ap.x,1
__instance.OnMeleeReady(null);,1
CustomAmmoCategories.WeaponDef[id],1
[HarmonyPatch(typeof(MechJumpSequence))],1
\BattleTech.ShopDefItem("\Weapon_PPC_PPCER_2-TiegartMagnum"\,\,1
AssetBundleManager,1
this.parentLauncher.OnBulletImpact(this);,1
(shHitIndex,1
meleeSequence.willConsumeFiring,1
extDef.ShrapnelWeaponEffectID,1
\BindingFlags.NonPublic).GetGetMethod(true).Invoke(__instance,\,1
\"\RogueModuleTech"\);\,1
vehicle,1
\GameObject.Destroy(startTransformObject,1f);\,1
\this.AbilityButtons[index],\,1
attackSequence.target,1
\"\mod.json"\);\,1
cur_index.ToString(),1
\CustomAmmoCategories.AMSFire(LaserEffect,\,1
Выбираем,1
\broken\n"\);\,1
RegisterAmmunition(string,1
\hitInfo.attackWeaponIndex+"\\,1
assetsManagerProp,1
(AMSBallistic,1
VersionManifestEntry,1
\type\n"\);\,1
Terrain.activeTerrain.terrainData;,1
(shellsEffect,1
__instance.parentCombatant,1
\ActionButtonsProperty.DeclaringType.GetProperty("\ActionButtons"\);\,1
Terrain.activeTerrain.terrainData.treeInstanceCount,1
weaponAmmoCategory;,1
\(double)instance.GetCorrectedRoll(hitInfo.toHitRolls[hitIndex],\,1
__state.hitInfo;,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Ammunition\,1
settings_filename,1
false,1
WeaponEffect_InitProjectileShells,1
(CustomAmmoCategories.WeaponEffects.ContainsKey(wGUID),1
начало,1
mfDamage.fxRecords),1
1.2f;,1
gen.Emit(OpCodes.Ldarg_2);,1
\MineField(damageChance,\,1
adapted,1
points,1
\CustomAmmoCategories.getSpreadCache(__instance.hitInfo,\,1
(affectedPoints.Count,1
\//CustomAmmoCategoriesLog.Log.LogWrite("\MechMeleeSequence.setState\,1
fieldVFX.fXPoolGameObjects.Add(new,1
\CACDynamicTree(__instance,\,1
cecell.x,1
80000));,1
WeaponEffect.WeaponEffectState.Firing;,1
DynamicMapHelper.mapMetaData.GetZIndex(pos.z);,1
\CustomAmmoCategoriesLog.Log.LogWrite("\VFX\,1
игрек,1
\position,\,1
redrawTreeDatas),1
testEventId0,1
загружено,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Orders\,1
\CustomAmmoCategories.RegisterWeapon((string)defTemp["\Description"\]["\Id"\],\,1
dmask,1
i'm,1
pilot.StatCollection.AddStatistic,1
1120000));,1
this.OnImpact(this.weapon.DamagePerShotAdjusted(this.weapon.parent.occupiedDesignMask));,1
shellsEffects.Add(shellsEffect);,1
errorTrees,1
ammo.IsAAMS,1
tree,1
(ClusterCount,1
(object)null);,1
bullet.currentState,1
\(Action)null,\,1
clean,1
List<BallisticEffect>>();,1
LOFCache_UnitHasLOFToTarget,1
\loadRequest.AddLoadRequest<GameObject>(BattleTechResourceType.Prefab,\,1
\weapon,string\,1
if(fullBulletsCount,1
https://en.wikipedia.org/wiki/Gaussian_function,1
меняем,1
_shellsEffectsQueue,1
данные,1
\'"\\,1
отдельную,1
\CustomAmmoCategoriesLog.Log.LogWrite("\no\,1
weapon.DamagePerShot,1
DataManager.InjectedDependencyLoadRequest,1
(object)0.0f,1
50000));,1
AOEHitsInfo,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Получен\,1
ammoWeapons.Add(weapon);,1
AddSequenceToStackMessage(__instance.DoneWithActor()));,1
sequence,1
\normal\n"\);\,1
crit,1
lastBulletUID,1
BindingFlags.Instance).GetValue(weapon);,1
__instance.attackCompletelyMissed,1
ecell.mapMetaData.mapTerrainDataCells.GetLength(1),1
QuadTree_Insert,1
\(float[])typeof(FootstepManager).GetField("\_scorchAlphas"\,\,1
массива,1
\info\n"\,true);\,1
next,1
AmmunitionBoxDef,1
attributes,1
(CustomAmmoCategories.isWeaponHasHeatAmmo(weapon),1
\incDmg:"\\,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Removing\,1
cell.hexCell.getStrongestMineField();,1
weapon.weaponRep.vfxTransforms[0].parent;,1
\CustomAmmoCategoriesLog.Log.LogWrite("\BulletEffect.OnComplete\,1
amsShooted,1
locationForTarget,1
достигнут,1
https://natedenlinger.com/php-random-number-generator-with-normal-distribution-bell-curve/,1
__instance.target.CurrentPosition);,1
init,1
Can't,1
(UnityEngine.Object)null,1
avaibleAmmo),1
пули,1
\BattleTech.ShopDefItem("\Weapon_LRM_LRM5_3-Zeus"\,\,1
treeIndex,1
состояние,1
\property\n"\);\,1
targetsHitCache[target];,1
gameObject.transform.parent,1
\__instance.weapon.parent.Combat.DataManager.PooledInstantiate(__instance.muzzleFlashVFXPrefab.name,\,1
switchToMostHeatAmmo(Weapon,1
popup,1
(ClusterShot,1
fake,1
\Vector3.Distance(shrapnelHitRecord.hitInfo.hitPositions[index],shrapnelHitRecord.startPosition)/4.0f;\,1
((UnityEngine.Object)__instance.projectilePrefab,1
takes,1
(isMineField),1
;,1
(double)toHitChance;,1
type.MakeByRefType(),1
проигрывается,1
//.GetGetMethod();,1
(weapon.DamagePerShot,1
AmmoBox,1
mode.AmmoCategory;,1
treeInstances[t].heightScale+,1
вызывало,1
\Assembly.LoadFile(Path.Combine(directory,"\CACPatches.dll"\));\,1
shrapnelHitRecord.startPosition,1
BattleTech.SimGameState.SimGameType.KAMEA_CAMPAIGN)),1
isWeaponHasHeatAmmoMode(Weapon,1
pushWeaponShellsEffect(BallisticEffect,1
GenericPopupBuilder,1
\(bool)tryParseMethodInfo.Invoke(null,\,1
__instance.owningActor.Combat.MessageCenter.PublishMessage((MessageCenterMessage)new,1
\CustomCategoriesLog.LogWrite("\Weapon\,1
TripleBoolean.True),1
List<bool>();,1
meleeSequence.RootSequenceGUID,1
ToHit_GetAllModifiers,1
def.Description.Id,1
AbstractActor_GetLongestRangeWeapon,1
MapTerrainDataCellEx),1
\BindingFlags.Static).Invoke(null,\,1
components,1
weapon);,1
(curDelta,1
you?\nRogueTech,1
acell,1
\__instance.ResetAbilityButton(actor,\,1
shellsEffects);,1
errorMessages),1
GameObject.Destroy(curvyInfo.splineObject);,1
List<string>();,1
effect.weapon.defId,1
\DynamicMethod("\CACWeaponEffectOnComplete"\,\,1
избавиться,1
April,1
bullets.Count),1
\System.IO.Path.Combine(CustomAmmoCategoriesLog.Log.BaseDirectory,\,1
CACWeaponEffect>,1
\Log.LogWrite("\Mech.OnJumpComplete\n"\);\,1
\WeaponEffect_FireTerrain.Prefix(__instance,hitInfo,hitIndex,emitterIndex);\,1
do,1
AIHitCap:,1
BulletObject,1
\CustomAmmoCategoriesLog.Log.LogWrite(JsonConvert.SerializeObject(extAmmoDef.statusEffects)+"\\n"\);\,1
gameObject.GetComponent<BulletEffect>();,1
Epsilon),1
1.0,1
cacwe.FiringCompleteCAC;,1
\25f,\,1
But,1
effect.weapon;,1
(extWeapon.Modes.Count,1
ecell,1
\AoE\n"\);\,1
if(manager,1
Melee,1
(__instance.OwningMech.hasRegistredMovingDamage()),1
\this.Combat.DataManager.PoolGameObject(this.prefabName,\,1
\typeof(WeaponEffect).GetField("\activeProjectileName"\,\,1
tryied,1
\BattleTech.ShopDefItem("\Gear_HeatSink_Generic_Thermal-Exchanger-III"\,\,1
(WeaponEffects[wGUID].ContainsKey(CustomAmmoCategories.ShellsWeaponEffectId),1
tree.widthScale,1
MechValidationType.AmmoUnneeded;,1
RegisterWeapon(string,1
\CustomAmmoCategoriesLog.Log.LogWrite("\FootstepManager.scorchMaterial\,1
GameObject.Instantiate(gameObject);,1
файл,1
\(AkGameObj)typeof(WeaponEffect).GetField("\parentAudioObject"\,\,1
hitLocation;,1
\found:"\\,1
gen.Emit(OpCodes.Ldarg_3);,1
maxShots);,1
\combatantByGuid.GameRep.PlayImpactAnim(bullet.hitInfo,\,1
\BattleTech.ShopDefItem("\Weapon_SRM_SRM6_3-Valiant"\,\,1
(!((UnityEngine.Object)componentInChildren,1
__instance.t,1
его,1
CustomAmmoCategories.ShrapnelHitsRecord.Remove(attackSequenceId);,1
\mechDef,\,1
cacwe.FiringCompleteCAC,1
CustomAmmoCategories.testFireAMS(__instance.DisplayedWeapon);,1
(!Combat.TurnDirector.IsInterleaved),1
FireAMS(Weapon,1
\minesCount,\,1
(ammoId,1
line);,1
fail,1
\(Transform)typeof(WeaponEffect).GetField("\projectileTransform"\,\,1
\(object)directory,\,1
cachedCurve.missileProjectileSpeed,1
Postfix(WeaponEffect,1
(shrapnelHitRecord.isSeparated,1
targetCombatant.Combat.FindActorByGUID(instance.allAffectedTargetIds[index1]);,1
(AMSLaserEffect,1
\typeof(WeaponEffect).GetField("\preFireRate"\,\,1
JammingEnabler.jammAMS();,1
setted,1
\AttackStackSequence((AbstractActor)__instance.OwningMech,\,1
savesForm,1
if(assetsManagerProp,1
\CustomAmmoCategoriesLog.Log.LogWrite("\MechJumpSequence.CompleteOrders\n"\);\,1
trees,1
\this.Combat.MessageCenter.RemoveSubscriber(MessageCenterMessageType.AddSequenceToStackMessage,\,1
\exists:"\\,1
wish,1
\BattleTech.ShopDefItem("\Gear_Cockpit_StarCorps_Dalban"\,\,1
растёт,1
extAmmoDef.MineFieldSFX;,1
curvyInfo.UnitySpline.Length;,1
base,1
((gameState.SimGameMode,1
\CustomAmmoCategoriesLog.Log.LogWrite("\BallisticEffect_AllBulletsComplete\,1
MessageCenterMessage,1
каждый,1
MineFieldHitChance(this,1
amunitionAmmoType,1
sertanly,1
strange,1
amsShooted;,1
\"\+weapon.UIName+"\\,1
enemies,1
cell.trees.Add(new,1
Dequeue,1
affectedPoints),1
__instance.PublishWeaponCompleteMessage();,1
SendResponce(ref,1
strongScorches,1
undamaged,1
CustomAmmoCategoriesLog.Log.LogWrite(attacker.DisplayName,1
AbstractActor_HasLOFToTargetUnit,1
-1.0f,1
weaponMode.AmmoCategory;,1
\Validation\n"\);\,1
weapon.weaponRep.vfxTransforms[0].rotation;,1
Prefix(DataManager,1
count,1
target.DisplayName,1
lmVFX,1
sub,1
List<MapEncounterLayerDataCell>,1
postfix,1
MissileLauncherEffect_FireShells,1
carries,1
[HarmonyPatch(typeof(ActorMovementSequence))],1
(locationForTarget,1
\HarmonyInstance.Create("\com.joelmeador.WeaponRealizer"\);\,1
version,1
(weapon.IsJammed(),1
Postfix(BulletEffect,1
\CustomAmmoCategories.RegisterAmmunition((string)defTemp["\Description"\]["\Id"\],\,1
\"\Ammo_AmmunitionBox_Generic_"\\,1
(cuCat.Id,1
\CustomAmmoCategories.getSpreadCache(bullet.hitInfo,\,1
ecell.mapMetaData.mapTerrainDataCells.GetLength(0),1
mechDef.Inventory.Length;,1
//treeInstances[t].heightScale,1
ammoWeapons,1
\defTemp.Remove("\SurfaceImpactDesignMaskId"\);\,1
CustomAmmoCategories.getExtWeaponDef(__instance.weaponDef.Description.Id);,1
projectileMeshObject,1
\BattleTech.ShopDefItem("\Ammo_AmmunitionBox_Generic_GAUSS"\,\,1
tFlags);,1
\grp:"\+\,1
BTCustomRenderer.SetVFXMultiplier(projectileParticles);,1
\CustomAmmoCategoriesLog.Log.LogWrite("\Ancor\,1
(string.IsNullOrEmpty(__instance.projectilePrefab.name),1
\(string)typeof(WeaponEffect).GetField("\activeProjectileName"\,\,1
{return,1
//__instance.HasFiredThisRound,1
hitInfo.attackGroupIndex,1
(double)__instance.attackSequenceNextDelayMax,1
isWeaponHasClusterAmmo(Weapon,1
BallisticEffect_AllBulletsComplete,1
w/,1
__instance.HandleDeath(actor.GUID);,1
(extWeapon.AmmoCategory.Index,1
enemyPatchedMethods,1
принципе,1
xindex,1
Postfix(MechJumpSequence,1
MultiAttack_FindWeaponToHitTarget,1
(hitLocations.Length,1
\Dictionary<BattleTechResourceType,\,1
4;if,1
projectileTransform,1
(actor,1
bullets[bulletIdx].GetInstanceID(),1
WeaponDef_AmmoCategoryToAmmoBoxId_get,1
popup.IsNestedPopupWithBuiltInFader().CancelOnEscape().Render();,1
getWeaponShellEffect(Weapon,1
if(__instance.ammoBoxes),1
